PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
-1.1334543,0.5759707,-0.15004927,1.7487503,-0.26935783,-0.24420252,-2.6611056,0.2147882,3.0184755,0.21700448,1.877575,6.1313057,1.8447973,2.0499604,-0.32446164,2.1784396,-0.36025426,12.147975,-1.1947713,3.8320472,22.490892,7.4782367,20.038568,10.650836,21.338627,6.4041233,1.4305086,15.151378,15.098268,19.907307,15.940619,0.4891554,12.182465,2.9314861,1.6849782,-0.71490043,11.451309,10.466805,9.374184,11.6942835,18.169027,9.091163,3.6801376,19.492682,5.527546,8.052749,12.706384,10.421806,8.757234,14.031098,13.381024,4.7116623,2.3424785,7.2138643,6.896219,9.718518,2.7399635,13.276575,15.680358,8.6549635,16.16949,4.959841,1.1571975,7.5861077,8.321987,10.306277,14.442219,9.066878,12.51565,12.901001,10.645285,2.9097447,7.10725,14.983493,17.894747,6.4546204,9.656907,14.49249,11.948572,0.20165476,5.935707,10.0970745,5.898321
-0.78107095,0.6965261,0.07345897,2.1373408,-0.39969078,-0.02679041,-2.8207703,0.09632218,3.4040918,0.09221715,1.7457162,6.187467,1.9422511,1.8846056,-0.57313687,2.194839,-0.514045,12.05689,-1.3366117,3.5348182,22.9558,7.5905786,20.291159,10.695194,21.311659,6.1458554,1.2128005,15.366891,14.7042055,19.716576,15.846334,0.49203634,11.833358,2.8349013,1.4728954,-0.45530862,11.467989,10.439448,9.326415,11.680807,18.634865,9.023302,3.6818104,19.64908,5.342126,7.783131,12.69091,10.326423,8.5781145,13.888776,13.004926,4.7632656,2.450682,7.09503,7.1128745,9.695662,2.5006065,13.394012,15.907941,8.895322,16.432142,5.2679067,1.2325838,7.693425,8.22714,9.985233,14.836517,9.091746,12.537138,12.993281,10.701666,2.9453497,7.050894,14.996464,18.076626,6.52804,9.774183,14.907622,11.843574,0.4237207,5.9030094,10.164985,6.105249
7.8182874,8.398569,15.2873955,14.594111,15.902591,9.27552,9.10724,9.240645,4.882798,1.4660585,-0.3182496,6.7550693,12.015108,12.36058,11.118159,12.037904,7.2876635,4.8441167,3.3482466,0.15368503,2.6272085,5.157026,9.855504,12.0042925,16.986298,4.4185314,4.2777333,2.667499,3.2509556,7.9765987,11.370146,5.572798,9.910275,4.8481703,10.718455,7.347983,1.1390659,14.770077,9.170435,6.3997183,9.618212,2.2722898,3.2078524,1.4641793,3.6503515,3.9549055,0.39651302,11.486043,9.15644,10.109272,6.733963,4.079902,5.337479,13.360654,-1.6654459,11.8365,10.653504,0.50022006,5.0217953,0.92189336,2.4919608,4.0175824,15.569426,7.0125914,12.951764,6.7301598,1.3101754,1.866369,7.5285673,13.771276,8.019471,8.315403,0.7280954,3.1044447,1.5128764,14.247319,6.533652,9.049287,4.814754,0.26691034,9.913531,4.917423,11.350874
9.033439,9.71203,15.232643,14.395794,18.27778,9.433438,9.311578,10.069549,6.872876,4.6356654,1.3857518,7.3079,12.54411,12.44837,10.351501,10.690848,6.9515443,7.2824984,2.7871752,-0.912963,3.851742,5.5231853,9.083746,10.547911,15.120836,3.3191936,4.3421683,4.994186,2.3241544,7.4478374,12.046278,5.214945,10.267058,4.4485927,12.064796,7.3498883,2.378815,13.714701,9.670376,5.6960278,8.701227,5.129291,1.9984268,4.055993,4.5615015,5.3701167,-0.2708467,10.260243,8.180801,9.445101,8.104439,4.9377913,5.3711977,12.535741,-1.0923644,13.203292,9.076843,-0.08096284,5.678081,-0.061829478,1.5611818,3.8667078,15.423375,7.9661064,13.353021,6.1657147,2.3767436,2.0312397,7.9469566,13.161655,8.223116,7.9093957,0.5764014,3.2981224,1.5314304,14.8007145,8.922667,9.406357,3.7789497,0.76238275,9.641089,4.874516,11.474165
7.287576,14.1721525,2.8434978,3.481732,14.650357,4.741799,1.3855519,3.59354,13.739878,13.2612705,9.188881,16.617247,0.18183327,-0.49887997,2.6527736,0.34198946,4.175637,5.2463217,5.4795384,3.8246841,6.0623617,1.2215363,12.071741,5.164829,7.106525,4.413718,6.552111,5.786269,4.9161963,8.4062195,10.835805,5.15863,11.755206,4.8116126,4.0189586,9.044411,3.337794,9.794969,9.89292,13.881253,17.848263,8.070303,15.100445,7.725836,1.3758215,7.751003,11.437182,7.526373,12.415789,10.693896,19.655422,9.742655,13.10476,11.464529,6.3340607,6.165908,2.6746001,10.400604,6.9532385,8.17478,4.040741,10.5941305,6.418256,3.059494,4.1185136,10.160607,2.9962604,7.638779,12.513922,13.370171,14.957129,5.100303,8.307345,10.348734,6.767947,6.576083,13.655528,2.9835727,5.4627132,2.9296396,9.702546,13.068668,5.118988
7.3206844,14.319516,3.1461024,4.5835648,14.717849,4.8806868,1.2025297,3.744521,12.89295,12.953156,8.66337,16.442354,0.0001835823,-0.4960304,2.7804842,-0.071956694,4.00615,4.685773,6.1625357,4.375173,5.855175,1.1390344,12.055464,4.869412,7.0321736,4.700427,6.701967,5.6880403,5.385768,8.633429,10.924675,5.2892823,11.840477,4.345595,3.5257475,8.856796,3.2505891,9.602343,9.967005,13.9233265,18.148714,8.147576,15.4727745,7.804762,1.3359481,7.6669316,11.799762,7.421479,12.620459,10.533092,19.435017,9.866252,13.446289,11.713559,7.147154,6.0107636,2.506566,10.246059,6.867346,8.793693,3.9764326,10.515356,6.4964447,3.0273895,4.2579126,10.344858,3.2531252,7.728912,12.440437,13.719535,15.116316,5.162233,8.345334,10.526098,6.814624,6.773217,13.936904,3.3220675,5.34206,2.909805,9.522121,13.5322275,5.198734
0.37357566,-0.95580286,0.46105903,-4.13472,10.871905,12.334446,-0.46931833,0.92475915,13.219577,8.422817,5.0152683,1.537235,7.098608,-0.18297416,3.4424949,0.591196,5.472951,3.5106459,9.497887,14.758023,24.643173,3.4728606,17.97203,6.908692,16.449724,9.390096,2.1538777,7.388825,7.3868594,14.044855,10.379072,4.5754547,7.500833,0.7334832,0.25669605,6.8144927,5.5963616,14.461207,7.996533,13.818338,20.561636,9.721167,5.8718634,7.5413175,7.9148245,9.429426,17.061115,12.142179,15.656452,24.150576,8.593739,6.0514336,2.7993653,6.277606,16.821678,2.9517355,17.455917,14.78893,4.7244473,7.4534125,17.061296,13.474104,3.0887296,5.9233108,6.0920215,2.460761,8.318012,10.363018,12.177341,13.287929,12.862524,4.537394,3.464604,10.769322,0.22447976,1.1973525,4.335567,6.236038,8.193218,5.433253,2.3203945,6.70491,7.8968687
0.34015533,-0.6595382,1.2503524,-3.008375,9.852501,11.07474,-0.51723105,0.8136256,12.545817,8.068844,4.643123,1.3737531,6.776417,0.43700773,3.1909902,0.6348099,5.08512,4.003381,8.410801,14.167708,23.229774,3.3646114,18.428284,7.174373,16.620832,8.808255,2.14228,7.3624015,7.883998,13.5780945,9.881693,4.1196165,6.9921355,0.585184,-0.13118833,6.931374,7.1087976,14.07542,7.8743896,12.881493,20.931196,9.768194,6.285472,7.5199285,7.236801,9.411635,17.040672,12.032912,15.040134,23.413473,8.539111,6.606455,3.3123698,6.1069956,16.37371,3.625876,16.623302,14.956484,4.716465,7.3726015,17.013023,12.666259,3.1544926,5.874426,6.4045777,2.8050785,8.596722,10.402615,12.69072,12.936695,12.305646,4.9791884,4.016315,11.23834,0.4562095,1.1938789,4.724197,6.747796,8.245503,5.982173,2.4546301,7.594282,7.356861
13.449576,13.589439,13.005711,15.973178,9.505863,5.8700953,6.1309495,5.362419,19.388063,4.6178026,-1.4116431,2.8322034,15.5597105,12.632096,6.1450396,7.5618143,2.2857277,14.282536,1.0285101,1.6921904,5.0948105,-0.8633455,3.8507473,10.135292,11.73366,3.9331436,-0.058531255,9.802201,0.24547136,15.399017,20.619848,2.7467842,2.1765735,8.126071,6.4396324,11.233161,14.652435,6.465591,12.575624,6.0193453,4.2803993,12.639266,6.6747365,3.6499975,5.462409,0.45193732,8.718726,11.176568,9.567484,10.372249,8.33054,9.87437,13.221383,-1.1973082,6.40673,4.622975,3.6010323,8.335047,0.39793205,6.494126,7.522814,6.9999423,6.164632,12.513151,1.4309373,5.4403963,0.7843937,9.81135,17.5449,7.5114484,12.64026,7.7809024,8.244946,3.7638657,-0.43797627,6.9596343,1.0377982,10.667306,1.3004144,0.52858734,11.540769,8.668778,6.2293196
12.496296,13.890291,13.94496,15.90518,8.912575,5.4131975,6.2155623,4.7710743,16.557991,4.9536943,-0.4303752,3.2908742,14.922777,12.668766,8.234268,7.463407,2.8696735,13.708293,1.6250668,3.3590105,4.4113626,-1.4894527,5.933372,10.043911,11.182261,5.512227,0.16333869,10.231788,0.35517776,15.571387,21.462563,2.4620671,2.33211,6.830235,5.601058,11.52108,14.271066,6.7744613,12.08173,5.857482,4.5403595,12.176118,7.2940235,3.337754,5.512131,0.8580545,8.419448,11.495736,9.312663,9.9670105,7.948946,10.000227,15.363273,-0.22093368,5.791526,4.383021,3.7184935,8.894422,1.7923512,6.4831853,7.006364,7.2581058,6.3984942,11.689576,1.056961,5.694245,0.7901831,10.067828,17.839148,7.0942397,12.321063,8.583183,8.115853,3.6067119,-1.3251265,7.0443993,1.7438576,10.085565,1.1484464,1.9403495,10.366839,9.232362,5.9051313
-1.087928,-0.8154697,0.38637847,0.65074646,13.542323,6.365781,-1.5857139,2.2056594,2.6712694,0.14856356,2.617957,8.7645445,-0.389863,6.0735435,3.0471127,10.571235,5.6040173,14.567819,1.7756982,8.684195,13.840196,3.6264155,15.97603,9.253772,19.650187,5.2579184,5.0306554,3.900478,8.829994,11.644146,18.477404,0.58695686,2.845082,2.0993762,2.4766371,1.9038186,14.625458,11.844893,11.517445,6.6714997,14.211251,8.049724,11.792341,3.305586,14.165828,14.069552,15.208634,11.235784,13.9906025,12.621692,14.161408,7.3941307,16.762087,3.1407745,10.306229,3.0620465,8.558114,8.544089,11.737283,17.897331,8.594367,0.72080785,6.653251,8.75765,14.61229,13.883999,8.931038,10.715043,13.210812,8.844389,9.945004,13.92695,5.0061865,16.64846,9.823714,1.1047864,5.7937956,20.981876,12.061106,7.161264,2.1543686,1.8666017,7.904475
-1.4544313,-1.4395328,-0.07398301,0.30596057,13.175192,6.611871,-1.9021537,2.1104534,3.9372954,0.62866515,2.9658184,8.612095,-0.61546564,5.672318,3.220768,10.388129,5.8273168,14.280852,2.2737923,8.423761,13.884232,3.4917345,16.191929,9.432951,19.768667,5.3086,5.054239,4.366358,8.897323,11.338906,18.815552,0.63082886,2.8785374,2.3095016,2.583999,2.152034,14.863786,12.270768,11.771915,6.638443,14.846648,7.7573647,11.478096,3.3756402,13.880839,14.212495,15.308318,11.374298,14.151013,12.233552,14.467038,7.436628,17.521309,3.0991952,10.146836,2.9566183,8.168647,8.207135,11.589818,17.86343,8.735932,0.5814968,7.158406,9.035639,14.587685,13.741222,9.200445,10.891036,13.67367,8.867527,9.806555,14.257514,4.8898096,16.82719,9.759646,1.2122642,5.90591,21.31836,11.850152,7.359842,2.6199517,2.229198,8.026609
-1.2890007,0.25777966,0.49159282,4.8928747,4.03019,-0.56689715,1.5410128,1.4985154,17.89302,9.133339,6.6721196,1.809715,9.765762,14.4786215,13.136133,1.3383627,7.319489,3.2721453,7.563328,8.322679,9.186117,3.7610264,13.811167,5.486188,13.259712,4.895444,4.5135646,10.770487,18.026299,19.353302,10.609787,1.0039903,15.503161,9.413843,12.928416,-0.53687984,4.067365,13.71819,12.603203,8.180052,9.874172,9.250802,9.780281,10.730514,9.60749,18.050785,19.431667,10.267143,7.077836,19.740347,18.186672,12.965589,6.258959,8.356736,15.022733,4.222622,15.566188,10.563124,4.639104,8.832256,11.893871,3.366367,2.3807704,3.714764,13.846112,8.037706,0.88031626,8.377366,6.7724338,11.902038,7.248438,10.230387,7.9123087,10.836789,9.178417,3.3125343,12.063128,9.6411495,14.72438,7.9225774,6.5830684,15.992484,6.3242006
-1.3105085,0.30568177,0.37344903,4.7619905,4.1066337,-0.5472418,1.6437852,1.4670656,17.733,9.111178,6.653152,1.8670309,9.928673,14.404942,13.173134,1.3986316,7.3550797,3.3014107,7.478953,8.33163,9.175286,3.8581882,13.789786,5.566406,13.109264,5.015856,4.504556,10.773508,18.102516,19.375912,10.732105,1.0090207,15.609023,9.501947,12.94984,-0.55345756,4.0926604,13.712018,12.730228,8.2810335,9.860111,9.323646,9.707472,10.846572,9.721887,17.951973,19.45332,10.235254,7.0657687,19.82462,18.143986,13.0096035,6.2961497,8.386802,15.179606,4.1063375,15.613218,10.657329,4.528882,8.730706,11.919659,3.3945494,2.3375254,3.7437935,13.841888,7.94393,0.78949046,8.290098,6.8156114,11.905344,7.3219757,10.246671,7.869052,10.706675,9.0927515,3.3594394,12.012413,9.616391,14.662833,8.010334,6.605892,16.014603,6.3735933
16.994583,18.689713,6.8752813,6.2396083,9.732444,4.846263,6.4691963,13.50781,18.390802,2.7106826,5.723736,2.0522926,1.0849905,5.890654,4.1194296,8.867654,5.8078327,3.2555065,6.0009384,-1.0710588,0.62645507,2.6122825,5.590733,5.3842163,8.343712,1.5538125,1.402596,2.433889,7.474152,8.678792,26.560087,3.4117656,7.5434027,5.6340604,7.6725497,13.989298,7.221069,9.691304,12.094599,7.105573,15.235573,5.879775,16.653896,-0.3853082,7.1087484,3.8319297,14.117145,9.71234,19.03985,8.037972,16.552952,10.281106,-0.19769877,4.677517,4.77353,9.478036,7.5475025,4.598411,4.367445,7.5670934,11.069632,8.898672,15.586916,11.120677,14.286575,12.479692,3.4332275,8.968169,13.063076,10.586666,7.3779926,12.143449,7.1991777,15.176373,3.0573652,7.923215,3.2619214,4.2912426,14.93463,8.574771,11.907292,11.708696,5.796645
16.184736,18.533909,6.4052343,3.7865357,10.219201,4.9250712,6.049803,11.812277,16.265898,1.7285049,4.83097,2.0940125,0.92520523,5.785306,4.9225507,9.712003,5.5925126,3.4342637,4.8790507,-0.70830303,1.682266,2.360297,6.544068,6.4485226,8.757111,1.6447124,1.0615458,2.2233891,9.15083,10.372359,28.159456,3.2417736,7.6104097,5.4188175,6.0535393,13.903191,7.769591,9.695039,12.010967,7.709576,15.839224,6.456286,16.910553,0.12806207,6.8995423,2.9019618,14.917437,10.270886,19.04978,8.404848,16.252518,10.220773,0.265678,4.2328596,6.184747,9.967667,7.861478,5.419981,4.3763385,9.575213,11.11978,8.604677,15.602488,10.801187,14.647647,12.664261,4.1319795,8.57278,13.350941,10.881511,7.4600005,12.609682,7.3713865,15.466824,3.3660345,7.833535,3.9878354,4.1529055,15.137584,8.948013,11.437011,11.966297,5.9297824
